clusterName,clusterSize,f_score,PPV,AUC,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes
93,500,0.2205882352941177,0.20065789473684212,0.6813143105553295,215503,729,317,183,4,"['IFNG-AS1', 'CTB-57H20.1', 'ROR1', 'NXPH2']","['IFNG-AS1', 'NPSR1-AS1', 'SMIM43', 'CTB-57H20.1', 'ROR1', 'NXPH2', 'ITGA8', 'ADAMTS9-AS2', 'HTR2C', 'LRRC4C']"
94,500,0.3309692671394799,0.37583892617449666,0.6115699063968331,216046,186,388,112,4,"['CD200R1L', 'RP11-511B7.2', 'ROBO3', 'RP11-421N8.3']","['CD200R1L', 'RP11-511B7.2', 'IFNG-AS1', 'ROBO3', 'RP11-421N8.3', 'CD36', 'SMIM43', 'HTR2C', 'SLC35F3', 'PTPRT']"
95,500,0.42151162790697666,0.5296803652968036,0.6157618298864184,216129,103,384,116,4,"['MYOCD', 'RP11-354I13.2', 'FSHR', 'NPSR1-AS1']","['MYOCD', 'RP11-354I13.2', 'FSHR', 'RP11-460M2.1', 'TRIM22', 'NPSR1-AS1', 'CD36', 'LINC02552', 'TRPC3', 'ITGA8']"
96,500,0.5230769230769231,0.68,0.6358520108032114,216168,64,364,136,2,"['HMGA2', 'LINC02008']","['HMGA2', 'MYOCD', 'SPATA22', 'TRIM22', 'GABRQ', 'LINC02008', 'RP11-421N8.3', 'RP13-487K5.1', 'RP11-191L9.4', 'TRPC3']"
97,287,0.7081807081807081,0.8721804511278195,0.702051321388065,216428,17,171,116,2,"['GUCA1C', 'RP11-238K6.2']","['GUCA1C', 'RP11-81D17.1', 'RP11-238K6.2', 'RP11-467L24.1', 'NPFFR2', 'PRSS12', 'ADAMTS6', 'DPP10-AS3', 'RP4-678D15.1', 'MSC-AS1']"
98,500,0.6092057761732853,0.8881578947368421,0.634960690369603,216215,17,365,135,3,"['CDH24', 'IL15', 'ERG']","['CDH24', 'DPP4', 'IL15', 'CCN2', 'ERG', 'CALCRL', 'VCAN', 'POU6F2', 'RNF220', 'THSD7B']"
99,500,0.38696060037523444,0.40441176470588236,0.6644381035184432,215989,243,335,165,3,"['DPP4', 'RP11-467L24.1', 'FAM160A1']","['CDH24', 'DPP4', 'RP11-379L12.1', 'RP11-467L24.1', 'CCN2', 'FAM160A1', 'SULF1', 'MSC-AS1', 'SEMA3A', 'MGAT4C']"
100,500,0.4216507177033493,0.4812286689419795,0.6406485256576271,216080,152,359,141,4,"['SULF1', 'LINC02232', 'RXFP1', 'SEMA5A']","['SULF1', 'LINC02232', 'RXFP1', 'HS3ST2', 'SEMA5A', 'CDH13', 'KIAA1217', 'TRPM3', 'NELL1', 'BRINP3']"
101,500,0.49857549857549854,0.6194690265486725,0.6398011395168153,216146,86,360,140,3,"['NFIA-AS2', 'RP11-120L14.1', 'RP11-467L24.1']","['NFIA-AS2', 'RP11-120L14.1', 'RP4-736H5.3', 'RP11-467L24.1', 'AC064875.2', 'RXFP1', 'POU6F2', 'SNTG2', 'MGST1', 'RASGRP1']"
102,500,0.510752688172043,0.6153846153846154,0.651780328536017,216137,95,348,152,4,"['RP11-467L24.1', 'AC064875.2', 'LINC01821', 'ADAMTSL1']","['RP11-467L24.1', 'AC064875.2', 'ARSJ', 'LINC01821', 'CDK18', 'ADAMTSL1', 'PCDH11X', 'MEIS2', 'BRINP3', 'CDH12']"
103,500,0.5304276315789475,0.7206703910614525,0.628884383440009,216182,50,371,129,3,"['RP11-467L24.1', 'CCN2', 'PLA2G4A']","['NIBAN1', 'ITPRID1', 'RP11-467L24.1', 'SLITRK6', 'CCN2', 'PLA2G4A', 'ADAMTSL3', 'RNF220', 'SNTG2', 'MGST1']"
104,500,0.576036866359447,0.6472491909385113,0.6997479558992192,216123,109,300,200,2,"['RP11-467L24.1', 'TRIM22']","['LINC00607', 'TRHR', 'RP11-467L24.1', 'CCN2', 'TRIM22', 'LINC01320', 'RP11-370B11.4', 'POU6F2', 'ADAMTSL1', 'CDH13']"
105,500,0.4606681034482759,0.504424778761062,0.6706115283584299,216064,168,329,171,3,"['LINC01680', 'RP4-736H5.3', 'CCN2']","['LINC01680', 'RP11-544G4.1', 'RP11-81D17.1', 'RP4-736H5.3', 'RP11-379L12.1', 'CCN2', 'NPFFR2', 'LINC02232', 'RP11-66G15.1', 'ZBTB7C']"
106,500,0.55103550295858,0.6995305164319249,0.6488520108032113,216168,64,351,149,3,"['RP11-81D17.1', 'CTD-2050E21.1', 'EDNRA']","['RP11-81D17.1', 'GALR1', 'CTD-2050E21.1', 'EDNRA', 'CTD-2050E21.2', 'CTD-2288O8.3', 'CTB-57H20.1', 'LINC02263', 'NPFFR2', 'RP11-191L9.4']"
107,500,0.7285031847133757,0.9682539682539683,0.6829861260128011,216226,6,317,183,2,"['ITGA11', 'SYT6']","['RP11-81D17.1', 'ITGA11', 'LINC00378', 'CTD-2050E21.1', 'CTD-2050E21.2', 'SYT6', 'CTB-57H20.1', 'LINC02263', 'SERPINE2', 'SEMA3E']"
108,500,0.3262362637362637,0.39748953974895396,0.5946670243072256,216088,144,405,95,5,"['CTB-57H20.1', 'LINC01821', 'RP11-369E15.3', 'ADAMTSL1', 'SEMA3E']","['CTB-57H20.1', 'LINC01821', 'RP11-369E15.3', 'ADAMTSL1', 'SEMA3E', 'CPNE8', 'TRPM3', 'SDK1', 'KIAA1217', 'CNTNAP2']"
109,500,0.2567675159235669,0.25646123260437376,0.6281351881312663,215858,374,371,129,5,"['LINC02153', 'LINC02263', 'LINC01821', 'RP11-369E15.3', 'AC114765.1']","['LINC02153', 'LINC02263', 'LINC01821', 'RP11-369E15.3', 'RP11-147G16.1', 'AC114765.1', 'SULF1', 'ADAMTSL1', 'SEMA3E', 'COL24A1']"
110,500,0.5051369863013698,0.7065868263473054,0.6178866957712087,216183,49,382,118,4,"['CAV1', 'TRIM22', 'RP11-640F22.1', 'SULF1']","['CAV1', 'TRIM22', 'S100Z', 'LINC01821', 'RP11-640F22.1', 'SULF1', 'AC114765.1', 'SEMA3E', 'AC011288.2', 'WLS']"
111,500,0.5448717948717948,0.9357798165137615,0.6019838136816013,216225,7,398,102,4,"['TMEM233', 'GABRQ', 'FBXL21P', 'SULF1']","['RP11-669M16.1', 'TMEM233', 'GABRQ', 'LINC02263', 'FBXL21P', 'SULF1', 'SEMA3D', 'COL24A1', 'SEMA5A', 'THSD7B']"
112,500,0.38636363636363635,0.5666666666666667,0.5848496984720115,216167,65,415,85,3,"['RP11-467L24.1', 'SULF1', 'MSC-AS1']","['ENSG00000276256.1', 'RP11-467L24.1', 'SULF1', 'DPP10-AS3', 'ADAMTSL1', 'MSC-AS1', 'AC114765.1', 'COL24A1', 'RIN2', 'ZNF804B']"
113,500,0.7778450363196124,0.8923611111111112,0.7569283177328054,216201,31,243,257,2,"['LINC02424', 'LINC00943']","['RP5-978I12.1', 'LINC02424', 'LINC00922', 'LINC00943', 'RP11-335E8.3', 'RP11-622O11.6', 'AJ006998.2', 'RP11-537P24.1', 'RP11-320L2.1', 'LINC02008']"
114,500,0.4562982005141388,0.5378787878787878,0.6417178955936217,216110,122,358,142,3,"['LINC00326', 'RP11-370K2.1', 'CTB-57H20.1']","['LINC00326', 'RP11-358P11.1', 'RP11-370K2.1', 'RP11-335E8.3', 'CTD-2050E21.2', 'CTB-57H20.1', 'ERG', 'PCSK6', 'EYA4', 'SYT2']"
115,140,0.6842105263157896,0.8666666666666667,0.6856958178115008,216584,8,88,52,2,"['XIST', 'CSN1S1']","['XIST', 'CSN1S1', 'RP11-335E8.3', 'RP11-358P11.1', 'AJ006998.2', 'RP11-320L2.1', 'LINC00836', 'LINC02008', 'COL5A2', 'LINC02822']"
116,500,0.527681660899654,0.7439024390243902,0.6219028820896075,216190,42,378,122,4,"['ERG', 'PCSK6', 'ATP10A', 'FAM160A1']","['RP11-622O11.6', 'ERG', 'CYP1B1-AS1', 'PCSK6', 'ATP10A', 'FAM160A1', 'COL21A1', 'ADRA1A', 'CDH20', 'SORCS1']"
117,500,0.5318322981366459,0.6954314720812182,0.6368612601280106,216172,60,363,137,3,"['RP11-622O11.6', 'GABRQ', 'LRP2']","['LINC00326', 'RP11-622O11.6', 'GABRQ', 'LRP2', 'RREB1', 'CMTM8', 'PCSK6', 'COL21A1', 'COL24A1', 'CBLN2']"
118,109,0.7575757575757577,0.9574468085106383,0.7064174020336434,216621,2,64,45,3,"['CSN1S1', 'LRP2', 'RP4-678D15.1']","['CSN1S1', 'RP4-736H5.3', 'LRP2', 'ANOS1', 'MYO1E', 'RP4-678D15.1', 'CBLN2', 'SEMA3E', 'TSHZ2', 'GPC6']"
119,500,0.7757352941176471,0.9813953488372092,0.7109907506752007,216228,4,289,211,2,"['RP11-153I24.5', 'CTXND1']","['AC012668.2', 'LINC00607', 'RP11-153I24.5', 'LRP2', 'GFRA1', 'CTXND1', 'MYO1E', 'GRB14', 'NDST4', 'COL24A1']"
120,500,0.3560371517027863,0.46464646464646464,0.5917548928928188,216126,106,408,92,4,"['GLP2R', 'LINC01378', 'TRPC6', 'SEMA3C']","['GLP2R', 'LINC02306', 'LINC01378', 'CBLN2', 'TRPC6', 'SEMA3C', 'AC011288.2', 'ADAMTS9-AS2', 'CDH13', 'RPS27A']"
121,500,0.37234042553191493,0.6363636363636364,0.5699075067520072,216192,40,430,70,5,"['TTC6', 'LAMP5', 'AC011288.2', 'ANKRD20A11P', 'RP4-809F18.1']","['LINC01331', 'TTC6', 'LAMP5', 'AC011288.2', 'ANKRD20A11P', 'RP4-809F18.1', 'CUX2', 'GRIA4', 'CNTN5', 'MGAT4C']"
122,500,0.4526869158878504,0.5115511551155115,0.6546577749824264,216084,148,345,155,3,"['LINC01500', 'LINC00507', 'PDGFD']","['LINC01500', 'RP11-380P13.1', 'LINC02306', 'LINC00507', 'PDGFD', 'RP11-369E15.3', 'CBLN2', 'AC011288.2', 'GPC6', 'NKAIN2']"
123,500,0.30027173913043476,0.2779874213836478,0.7196727218913019,215658,574,279,221,4,"['LINC02306', 'LINC02263', 'RP11-191L9.4', 'PDGFD']","['LINC02306', 'LINC00507', 'LINC02263', 'RP11-191L9.4', 'LINC01378', 'PDGFD', 'RP11-369E15.3', 'CBLN2', 'CNTN5', 'NKAIN2']"
124,500,0.3533878504672897,0.39933993399339934,0.6205791557216322,216050,182,379,121,4,"['RP11-380P13.1', 'LINC00508', 'RP11-335E8.3', 'LINC02306']","['RP11-412P11.1', 'RP11-380P13.1', 'LINC00508', 'LINC00507', 'RP11-335E8.3', 'LINC02306', 'LINC02263', 'LINC01378', 'LINC01331', 'PDGFD']"
125,500,0.26032702237521516,0.26535087719298245,0.6202253690480595,215897,335,379,121,4,"['LINC02306', 'RP11-335E8.3', 'LINC01331', 'CYP1B1-AS1']","['RP11-380P13.1', 'LINC02306', 'RP11-335E8.3', 'LINC00507', 'LINC01331', 'CYP1B1-AS1', 'RP11-739G5.1', 'SERPINE2', 'ITPR2', 'GPC6']"
126,500,0.4145244215938303,0.48863636363636365,0.628687835288024,216097,135,371,129,3,"['RP11-120L14.1', 'RP11-632B21.2', 'AJ006998.2']","['RP11-653B10.1', 'LINC00508', 'RP11-120L14.1', 'RP11-632B21.2', 'LINC00507', 'AJ006998.2', 'LINC02263', 'RP11-33A14.1', 'RP11-197H3.1', 'LINC01378']"
127,500,0.5408388520971301,0.5975609756097561,0.6956947722816234,216100,132,304,196,3,"['RP11-120L14.1', 'CARM1P1', 'AJ006998.2']","['RP11-120L14.1', 'ADGRF5', 'RP11-473J6.1', 'LINC00507', 'CARM1P1', 'AJ006998.2', 'RP11-33A14.1', 'RP11-197K6.1', 'COL5A2', 'SYT10']"
128,500,0.47997237569060774,0.5864978902953587,0.6387733915424174,216134,98,361,139,4,"['RP11-387P12.1', 'LAMA2', 'COL5A2', 'LINC02055']","['AJ006998.2', 'LINC02306', 'RP11-387P12.1', 'LAMA2', 'COL5A2', 'LINC02055', 'RORB', 'PLCH1', 'PEX5L', 'GRIA1']"
129,500,0.43918918918918914,0.5070921985815603,0.6426785859632247,216093,139,357,143,3,"['CTD-2050E21.1', 'LINC00326', 'LINC02296']","['LINC00508', 'CTD-2050E21.1', 'CTD-2050E21.2', 'LINC00326', 'LINC00507', 'LINC02296', 'AJ006998.2', 'CTB-57H20.1', 'RP11-197K6.1', 'COL5A2']"
130,500,0.3368055555555556,0.4127659574468085,0.5966808982944245,216094,138,403,97,4,"['RP11-370K2.1', 'LINC02296', 'RP11-191L9.4', 'COL5A2']","['RP11-370K2.1', 'LINC02296', 'AJ006998.2', 'RP11-191L9.4', 'TESPA1', 'COL5A2', 'RORB', 'SCN1B', 'SV2C', 'CUX2']"
131,500,0.5802180685358255,0.7602040816326531,0.6488913204336084,216185,47,351,149,3,"['LINC02306', 'AC067959.1', 'RP11-191L9.4']","['LINC02306', 'AC067959.1', 'RP11-191L9.4', 'LAMA2', 'RP11-147G16.1', 'TESPA1', 'LINC02055', 'TPBG', 'CBLN2', 'BMPR1B']"
132,492,0.5721153846153846,0.8686131386861314,0.6208933389278399,216222,18,373,119,3,"['CD53', 'ETS1', 'RORB']","['RP11-653B10.1', 'DPP4', 'CTD-2195H9.1', 'CD53', 'ETS1', 'RORB', 'TRPC3', 'HOPX', 'TSHZ2', 'SPARCL1']"
133,500,0.561377245508982,0.7177033492822966,0.6498635724592106,216173,59,350,150,4,"['RORB', 'ADAMTS17', 'POU6F2', 'TRPC3']","['CTB-57H20.1', 'RORB', 'ADAMTS17', 'POU6F2', 'TRPC3', 'SCN1B', 'VAV3', 'NRGN', 'CUX2', 'GRIA1']"
134,500,0.5213903743315508,0.6265060240963856,0.6557849531984166,216139,93,344,156,3,"['RP11-484I6.9', 'VIPR2', 'CTB-57H20.1']","['RP11-484I6.9', 'VIPR2', 'GS1-57L11.1', 'LINC02296', 'CTB-57H20.1', 'COL5A2', 'LAMA2', 'RORB', 'COBLL1', 'CTC-535M15.2']"
135,500,0.45223577235772355,0.7355371900826446,0.5889260054016057,216200,32,411,89,3,"['COL22A1', 'RP11-197K6.1', 'CTD-2058B24.2']","['COL22A1', 'ITGA11', 'GS1-57L11.1', 'SCHLAP1', 'RP11-197K6.1', 'CTD-2058B24.2', 'POU6F2', 'PLCH1', 'TSHZ2', 'SLC8A1']"
136,152,0.49999999999999994,0.875,0.5920960286948787,216576,4,124,28,2,"['RP11-404H1.1', 'RP11-114G22.1']","['RP11-404H1.1', 'CTD-2195H9.1', 'TNNT2', 'RP11-544G4.1', 'LINC02196', 'RP11-114G22.1', 'SCHLAP1', 'ARHGAP15', 'PLEKHH2', 'RORB']"
137,500,0.5751811594202898,0.8410596026490066,0.6269445040512043,216208,24,373,127,3,"['AC005150.1', 'CTD-2195H9.1', 'LINC02196']","['RP11-404H1.1', 'AC005150.1', 'CTD-2195H9.1', 'ADGRL4', 'TNNT2', 'LINC02196', 'TRIM22', 'ARHGAP15', 'RP11-491F9.1', 'LINC02232']"
138,500,0.6065573770491802,0.8222222222222222,0.6479260054016057,216200,32,352,148,3,"['RP11-404H1.1', 'LINC02306', 'RP11-320L2.1']","['RP11-404H1.1', 'RP11-79E3.2', 'RP11-380P13.1', 'LINC02306', 'SCHLAP1', 'RP11-320L2.1', 'RP11-191L9.4', 'MET', 'AC133680.1', 'COBLL1']"
139,500,0.4672897196261682,0.528052805280528,0.6596693366384254,216089,143,340,160,2,"['RP11-79E3.2', 'AC005150.1']","['RP11-79E3.2', 'RP11-360K13.1', 'AC005150.1', 'RP1-309H15.3', 'CTD-2195H9.1', 'IL1RAPL2', 'SEMA3E', 'CCK', 'CASC15', 'FSTL4']"
140,500,0.5511811023622046,0.65625,0.6677965148544156,216144,88,332,168,4,"['RP11-79E3.2', 'RP11-320L2.1', 'LINC02263', 'CTB-57H20.1']","['LINC01680', 'RP11-79E3.2', 'RP11-544G4.1', 'RP11-320L2.1', 'LINC02263', 'CTB-57H20.1', 'RP11-191L9.4', 'MKX', 'PDE1C', 'CASC15']"
141,500,0.668103448275862,0.9393939393939394,0.6549768766880018,216222,10,345,155,4,"['RP11-511B7.2', 'RP11-320L2.1', 'RORB', 'NPNT']","['RP11-511B7.2', 'RP11-360K13.1', 'RP11-320L2.1', 'RORB', 'CTC-535M15.2', 'NPNT', 'C10orf90', 'CTC-340A15.2', 'ADAMTSL1', 'CASC15']"
142,500,0.4746835443037975,0.6282722513089005,0.6198358244848126,216161,71,380,120,3,"['CTD-2195H9.1', 'THEMIS', 'CTC-535M15.2']","['CTD-2195H9.1', 'THEMIS', 'RP11-320L2.1', 'LINC02263', 'MKX', 'CTC-535M15.2', 'AC114765.1', 'DPP10-AS3', 'CTC-340A15.2', 'CCBE1']"
143,500,0.4532967032967033,0.5,0.6646184653520294,216067,165,335,165,3,"['AC005150.1', 'LINC01821', 'CMTM8']","['AC005150.1', 'RP1-309H15.3', 'TRABD2A', 'RP11-320L2.1', 'LINC01821', 'CMTM8', 'RORB', 'CTC-535M15.2', 'CTC-340A15.2', 'RP11-66G15.1']"
144,500,0.48250564334085777,0.5377358490566038,0.6706600873136261,216085,147,329,171,4,"['AC005150.1', 'RP11-320L2.1', 'LINC02263', 'RP11-537P24.1']","['AC005150.1', 'RP1-309H15.3', 'RP11-412K20.1', 'RP11-320L2.1', 'LINC02263', 'RP11-537P24.1', 'CTC-535M15.2', 'CTC-340A15.2', 'IL1RAPL2', 'CASC15']"
145,500,0.50764192139738,0.8942307692307693,0.5929745643568018,216221,11,407,93,3,"['ALKAL2', 'LINC02237', 'AJ006998.2']","['MYBPC1', 'ALKAL2', 'RP11-707K3.1', 'LINC01320', 'LINC02237', 'AJ006998.2', 'RP11-33A14.1', 'RP11-197K6.1', 'DCN', 'AC064875.2']"
146,500,0.5159395973154363,0.7109826589595376,0.622884383440009,216182,50,377,123,4,"['FBXL21P', 'ADAMTS16', 'CBLN2', 'SNTG2']","['STPG2-AS1', 'AC141930.2', 'FBXL21P', 'ADAMTS16', 'CBLN2', 'SNTG2', 'AC011288.2', 'ZNF804B', 'CDH13', 'HTR2C']"
147,500,0.48437500000000006,0.523943661971831,0.6856092160272299,216063,169,314,186,2,"['CCN4', 'RP4-809F18.1']","['CCN4', 'THEMIS', 'TMEM233', 'AC114765.1', 'CBLN2', 'RP4-809F18.1', 'CDH13', 'PTPRK', 'C8orf34', 'SGCD']"
148,500,0.47732696897374705,0.54421768707483,0.6596901476192238,216098,134,340,160,3,"['MCUB', 'POU6F2', 'ADAMTS3']","['LINC00343', 'THEMIS', 'RP11-467L24.1', 'MCUB', 'POU6F2', 'ADAMTS3', 'RP4-809F18.1', 'SEMA3A', 'CCK', 'CSGALNACT1']"
149,500,0.4653284671532847,0.6845637583892618,0.6018913204336083,216185,47,398,102,5,"['LINC00343', 'THEMIS', 'CTD-2050E21.2', 'RP11-191L9.4', 'TESPA1']","['LINC00343', 'THEMIS', 'CTD-2050E21.2', 'CTB-57H20.1', 'RP11-191L9.4', 'TESPA1', 'RP11-369E15.3', 'AC114765.1', 'IL1RAPL2', 'CCK']"
150,500,0.6781914893617021,0.8127490039840638,0.7038913204336084,216185,47,296,204,3,"['THEMIS', 'POSTN', 'HPSE2']","['SMYD1', 'THEMIS', 'POSTN', 'MCTP2', 'CTB-57H20.1', 'HPSE2', 'RP11-739G5.1', 'POU6F2', 'CTNNA3', 'CNTN3']"
151,500,0.6021341463414634,0.7783251231527094,0.657895945096008,216187,45,342,158,2,"['RP11-81F8.1', 'ATP10A']","['SMYD1', 'RP11-81F8.1', 'THEMIS', 'NR4A2', 'ATP10A', 'LTBP1', 'NWD2', 'TRHDE', 'ZNF804B', 'CUX2']"
152,500,0.5054151624548736,0.7368421052631579,0.6119075067520071,216192,40,388,112,2,"['PLA2G4A', 'STK32B']","['AC073218.3', 'PLA2G4A', 'LINC01876', 'RP11-632B21.2', 'THEMIS', 'STK32B', 'KANK4', 'CBLN2', 'TLL1', 'GBE1']"
153,500,0.4405444126074499,0.5491071428571429,0.622766454548818,216131,101,377,123,3,"['PPP1R1C', 'RP11-421N8.3', 'FER1L6-AS2']","['DCSTAMP', 'RP11-412K20.1', 'PPP1R1C', 'RP11-421N8.3', 'LINC01331', 'FER1L6-AS2', 'MOXD1', 'ANKRD20A11P', 'TRPM3', 'GABRG3']"
154,500,0.3795379537953795,0.5168539325842697,0.5918011395168152,216146,86,408,92,4,"['DCSTAMP', 'RP11-412K20.1', 'PTGER3', 'RP11-33A14.1']","['DCSTAMP', 'RP11-412K20.1', 'PTGER3', 'RP11-421N8.3', 'LINC01821', 'RP11-33A14.1', 'LINC01331', 'SLC24A4', 'ANKRD20A11P', 'NR2F2-AS1']"
155,500,0.5759803921568628,0.7790055248618785,0.6409075067520071,216192,40,359,141,3,"['RP11-412K20.1', 'CTD-2195H9.1', 'RP11-421N8.3']","['DCSTAMP', 'RP11-412K20.1', 'CTD-2195H9.1', 'PPP1R1C', 'RP11-421N8.3', 'LINC01821', 'LINC01331', 'RP13-487K5.1', 'COBLL1', 'RORB']"
