ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Clustering_Reference	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Composed_primarily_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	>AI oboInOwl:hasDbXref	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	TI 'composed primarily of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202210140_1	HumanBrain 0001 - CS202210140_1	Bcell_0	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_1	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Bcell_0		HumanBrain 0001			Kimberly Siletti	10.1126/science.add7046			CL:0000236			
PCL_INDV:CS202210140_2	HumanBrain 0002 - CS202210140_2	Tcell_1	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_2	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Tcell_1		HumanBrain 0002			Kimberly Siletti	10.1126/science.add7046			CL:0000084			
PCL_INDV:CS202210140_3	HumanBrain 0003 - CS202210140_3	Nkcell_2	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_3	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Nkcell_2		HumanBrain 0003			Kimberly Siletti	10.1126/science.add7046			CL:0000623			
PCL_INDV:CS202210140_4	HumanBrain 0004 - CS202210140_4	Mono_3	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_4	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mono_3		HumanBrain 0004			Kimberly Siletti	10.1126/science.add7046			CL:0000576			
PCL_INDV:CS202210140_5	HumanBrain 0005 - CS202210140_5	Mgl_4	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_5	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_4		HumanBrain 0005			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051005				
PCL_INDV:CS202210140_6	HumanBrain 0006 - CS202210140_6	Mgl_5	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_6	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_5		HumanBrain 0006			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051006				
PCL_INDV:CS202210140_7	HumanBrain 0007 - CS202210140_7	Mgl_6	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_7	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_6		HumanBrain 0007			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051007				
PCL_INDV:CS202210140_8	HumanBrain 0008 - CS202210140_8	Mgl_7	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_8	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_7		HumanBrain 0008			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051008				
PCL_INDV:CS202210140_9	HumanBrain 0009 - CS202210140_9	Mgl_8	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_9	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_8		HumanBrain 0009			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051009				
PCL_INDV:CS202210140_10	HumanBrain 0010 - CS202210140_10	Mgl_9	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_10	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_9		HumanBrain 0010			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051010				
PCL_INDV:CS202210140_11	HumanBrain 0011 - CS202210140_11	Mgl_10	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_11	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_10		HumanBrain 0011			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051011				
PCL_INDV:CS202210140_12	HumanBrain 0012 - CS202210140_12	Mgl_11	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_12	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_11		HumanBrain 0012			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051012				
PCL_INDV:CS202210140_13	HumanBrain 0013 - CS202210140_13	Mgl_12	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_464		CS202210140_13	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Mgl_12		HumanBrain 0013			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051013				
PCL_INDV:CS202210140_14	HumanBrain 0014 - CS202210140_14	VendPLVAP_13	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_14	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		VendPLVAP_13		HumanBrain 0014			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051014				
PCL_INDV:CS202210140_15	HumanBrain 0015 - CS202210140_15	VendAC_14	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_15	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		VendAC_14		HumanBrain 0015			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051015				
PCL_INDV:CS202210140_16	HumanBrain 0016 - CS202210140_16	VendC_15	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_16	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		VendC_15		HumanBrain 0016			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051016				
PCL_INDV:CS202210140_17	HumanBrain 0017 - CS202210140_17	VendVC_16	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_17	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		VendVC_16		HumanBrain 0017			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051017				
PCL_INDV:CS202210140_18	HumanBrain 0018 - CS202210140_18	VendV_17	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_18	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		VendV_17		HumanBrain 0018			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051018				
PCL_INDV:CS202210140_19	HumanBrain 0019 - CS202210140_19	VendA_18	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_19	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		VendA_18		HumanBrain 0019			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051019				
PCL_INDV:CS202210140_20	HumanBrain 0020 - CS202210140_20	Vsmc_19	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_20	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Vsmc_19		HumanBrain 0020			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051020				
PCL_INDV:CS202210140_21	HumanBrain 0021 - CS202210140_21	Vsmc_20	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_21	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Vsmc_20		HumanBrain 0021			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051021				
PCL_INDV:CS202210140_22	HumanBrain 0022 - CS202210140_22	Per_21	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_22	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Per_21		HumanBrain 0022			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051022				
PCL_INDV:CS202210140_23	HumanBrain 0023 - CS202210140_23	Per_22	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_23	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Per_22		HumanBrain 0023			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051023				
PCL_INDV:CS202210140_24	HumanBrain 0024 - CS202210140_24	Per_23	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_465		CS202210140_24	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Per_23		HumanBrain 0024			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051024				
PCL_INDV:CS202210140_25	HumanBrain 0025 - CS202210140_25	Fbl_24	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_25	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_24		HumanBrain 0025			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051025				
PCL_INDV:CS202210140_26	HumanBrain 0026 - CS202210140_26	Fbl_25	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_26	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_25		HumanBrain 0026			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051026				
PCL_INDV:CS202210140_27	HumanBrain 0027 - CS202210140_27	Fbl_26	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_27	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_26		HumanBrain 0027			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051027				
PCL_INDV:CS202210140_28	HumanBrain 0028 - CS202210140_28	Fbl_27	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_28	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_27		HumanBrain 0028			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051028				
PCL_INDV:CS202210140_29	HumanBrain 0029 - CS202210140_29	Fbl_28	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_29	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_28		HumanBrain 0029			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051029				
PCL_INDV:CS202210140_30	HumanBrain 0030 - CS202210140_30	Fbl_29	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_30	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_29		HumanBrain 0030			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051030				
PCL_INDV:CS202210140_31	HumanBrain 0031 - CS202210140_31	Fbl_30	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_31	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_30		HumanBrain 0031			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051031				
PCL_INDV:CS202210140_32	HumanBrain 0032 - CS202210140_32	Fbl_31	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_466		CS202210140_32	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Fbl_31		HumanBrain 0032			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051032				
PCL_INDV:CS202210140_33	HumanBrain 0033 - CS202210140_33	OPC_32	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_467		CS202210140_33	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		OPC_32		HumanBrain 0033			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051033				
PCL_INDV:CS202210140_34	HumanBrain 0034 - CS202210140_34	OPC_33	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_467		CS202210140_34	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		OPC_33		HumanBrain 0034			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051034				
PCL_INDV:CS202210140_35	HumanBrain 0035 - CS202210140_35	OPC_34	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_467		CS202210140_35	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		OPC_34		HumanBrain 0035			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051035				
PCL_INDV:CS202210140_36	HumanBrain 0036 - CS202210140_36	OPC_35	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_467		CS202210140_36	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		OPC_35		HumanBrain 0036			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051036				
PCL_INDV:CS202210140_37	HumanBrain 0037 - CS202210140_37	OPC_36	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_467		CS202210140_37	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		OPC_36		HumanBrain 0037			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051037				
PCL_INDV:CS202210140_38	HumanBrain 0038 - CS202210140_38	COP_37	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_468		CS202210140_38	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		COP_37		HumanBrain 0038			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051038				
PCL_INDV:CS202210140_39	HumanBrain 0039 - CS202210140_39	COP_38	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_468		CS202210140_39	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		COP_38		HumanBrain 0039			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051039				
PCL_INDV:CS202210140_40	HumanBrain 0040 - CS202210140_40	COP_39	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_468		CS202210140_40	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		COP_39		HumanBrain 0040			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051040				
PCL_INDV:CS202210140_41	HumanBrain 0041 - CS202210140_41	Oligo_40	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_41	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_40		HumanBrain 0041			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051041				
PCL_INDV:CS202210140_42	HumanBrain 0042 - CS202210140_42	COP_41	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_468		CS202210140_42	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		COP_41		HumanBrain 0042			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051042				
PCL_INDV:CS202210140_43	HumanBrain 0043 - CS202210140_43	COP_42	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_468		CS202210140_43	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		COP_42		HumanBrain 0043			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051043				
PCL_INDV:CS202210140_44	HumanBrain 0044 - CS202210140_44	COP_43	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_468		CS202210140_44	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		COP_43		HumanBrain 0044			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051044				
PCL_INDV:CS202210140_45	HumanBrain 0045 - CS202210140_45	Oligo_44	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_45	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_44		HumanBrain 0045			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051045				
PCL_INDV:CS202210140_46	HumanBrain 0046 - CS202210140_46	Oligo_45	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_46	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_45		HumanBrain 0046			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051046				
PCL_INDV:CS202210140_47	HumanBrain 0047 - CS202210140_47	Oligo_46	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_47	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_46		HumanBrain 0047			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051047				
PCL_INDV:CS202210140_48	HumanBrain 0048 - CS202210140_48	Oligo_47	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_48	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_47		HumanBrain 0048			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051048				
PCL_INDV:CS202210140_49	HumanBrain 0049 - CS202210140_49	Oligo_48	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_49	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_48		HumanBrain 0049			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051049				
PCL_INDV:CS202210140_50	HumanBrain 0050 - CS202210140_50	Oligo_49	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_50	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_49		HumanBrain 0050			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051050				
PCL_INDV:CS202210140_51	HumanBrain 0051 - CS202210140_51	Oligo_50	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_469		CS202210140_51	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Oligo_50		HumanBrain 0051			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051051				
PCL_INDV:CS202210140_52	HumanBrain 0052 - CS202210140_52	Bgl_51	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_462		CS202210140_52	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Bgl_51		HumanBrain 0052			Kimberly Siletti	10.1126/science.add7046						
PCL_INDV:CS202210140_53	HumanBrain 0053 - CS202210140_53	Astro_52	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_53	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_52		HumanBrain 0053			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051053				
PCL_INDV:CS202210140_54	HumanBrain 0054 - CS202210140_54	Astro_53	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_54	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_53		HumanBrain 0054			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051054				
PCL_INDV:CS202210140_55	HumanBrain 0055 - CS202210140_55	Astro_54	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_55	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_54		HumanBrain 0055			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051055				
PCL_INDV:CS202210140_56	HumanBrain 0056 - CS202210140_56	Astro_55	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_56	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_55		HumanBrain 0056			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051056				
PCL_INDV:CS202210140_57	HumanBrain 0057 - CS202210140_57	Astro_56	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_57	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_56		HumanBrain 0057			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051057				
PCL_INDV:CS202210140_58	HumanBrain 0058 - CS202210140_58	Astro_57	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_58	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_57		HumanBrain 0058			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051058				
PCL_INDV:CS202210140_59	HumanBrain 0059 - CS202210140_59	Astro_58	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_59	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_58		HumanBrain 0059			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051059				
PCL_INDV:CS202210140_60	HumanBrain 0060 - CS202210140_60	Astro_59	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_60	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_59		HumanBrain 0060			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051060				
PCL_INDV:CS202210140_61	HumanBrain 0061 - CS202210140_61	Astro_60	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_61	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_60		HumanBrain 0061			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051061				
PCL_INDV:CS202210140_62	HumanBrain 0062 - CS202210140_62	Astro_61	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_62	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_61		HumanBrain 0062			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051062				
PCL_INDV:CS202210140_63	HumanBrain 0063 - CS202210140_63	Astro_62	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_63	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_62		HumanBrain 0063			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051063				
PCL_INDV:CS202210140_64	HumanBrain 0064 - CS202210140_64	Astro_63	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_64	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_63		HumanBrain 0064			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051064				
PCL_INDV:CS202210140_65	HumanBrain 0065 - CS202210140_65	Astro_64	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_470		CS202210140_65	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Astro_64		HumanBrain 0065			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051065				
PCL_INDV:CS202210140_66	HumanBrain 0066 - CS202210140_66	Epen_65	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_471		CS202210140_66	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Epen_65		HumanBrain 0066			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051066				
PCL_INDV:CS202210140_67	HumanBrain 0067 - CS202210140_67	Epen_66	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_471		CS202210140_67	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Epen_66		HumanBrain 0067			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051067				
PCL_INDV:CS202210140_68	HumanBrain 0068 - CS202210140_68	Epen_67	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_471		CS202210140_68	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Epen_67		HumanBrain 0068			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051068				
PCL_INDV:CS202210140_69	HumanBrain 0069 - CS202210140_69	Epen_68	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_471		CS202210140_69	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Epen_68		HumanBrain 0069			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051069				
PCL_INDV:CS202210140_70	HumanBrain 0070 - CS202210140_70	Epen_69	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_471		CS202210140_70	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Epen_69		HumanBrain 0070			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051070				
PCL_INDV:CS202210140_71	HumanBrain 0071 - CS202210140_71	Epen_70	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_471		CS202210140_71	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Epen_70		HumanBrain 0071			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051071				
